計測日時,太陽光発電(創蓄パワコン),蓄電池充電,蓄電池放電,主幹買電,主幹売電,IHクッキングヒーター,食洗機,エコキュート,居間エアコン,エアコン・場所不明,キッチン電灯,未使用,リビング電灯,不明,増設1,増設2,増設3,増設4,増設5,増設6,増設7,増設8,増設9,増設10,増設11,増設12,増設13,増設14,増設15,増設16,増設17,増設18,増設19,増設20,増設21,増設22,増設23,増設24,増設25,増設26,増設27,増設28,増設29,増設30,使用電力量,ガス使用量,水使用量,お湯使用量,燃料電池ガス使用量,補助熱源ガス使用量,燃料電池お湯使用量,補助熱源お湯使用量,燃料電池排熱回収量
2018010100+0900,-,-,-,3322,0,0,0,1387,0,0,81,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3322,-,-,0,-,-,-,-,-
2018010101+0900,-,-,-,3520,0,0,0,1392,0,0,85,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520,-,-,0,-,-,-,-,-
2018010102+0900,-,-,-,3415,0,0,0,1266,0,0,140,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3415,-,-,0,-,-,-,-,-
2018010103+0900,-,-,-,2871,0,0,0,1138,0,0,158,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2871,-,-,0,-,-,-,-,-
2018010104+0900,-,-,-,2872,0,0,0,1501,0,0,109,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872,-,-,0,-,-,-,-,-
2018010105+0900,-,-,-,3218,0,0,0,1831,0,0,88,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3218,-,-,0,-,-,-,-,-
2018010106+0900,-,-,-,3494,0,0,0,1838,0,0,90,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494,-,-,0,-,-,-,-,-
2018010107+0900,-,-,-,3985,0,435,25,1723,76,0,96,0,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3985,-,-,30,-,-,-,-,-
2018010108+0900,-,-,-,3808,0,134,0,45,1130,0,86,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3808,-,-,19,-,-,-,-,-
2018010109+0900,-,-,-,2129,0,0,0,0,951,0,83,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2129,-,-,10,-,-,-,-,-
2018010110+0900,-,-,-,1770,0,0,0,0,627,0,84,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770,-,-,99,-,-,-,-,-
2018010111+0900,-,-,-,1900,0,364,49,0,295,0,80,0,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,-,-,76,-,-,-,-,-
2018010112+0900,-,-,-,2152,0,0,0,0,826,0,85,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152,-,-,20,-,-,-,-,-
2018010113+0900,-,-,-,1351,0,127,13,0,47,0,84,0,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,-,-,11,-,-,-,-,-
2018010114+0900,-,-,-,1138,0,0,0,0,0,0,81,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,-,-,8,-,-,-,-,-
2018010115+0900,-,-,-,1255,0,0,0,0,0,0,95,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,-,-,0,-,-,-,-,-
